STARLINK-30861          
1 58390U 23178S   23341.58335648 -.01701874  00000+0 -21921-1 0  9996
2 58390  53.0547 220.5520 0000831  84.8742 239.0396 15.61314548  3937
STARLINK-30916          
1 58391U 23178T   23340.91667824 -.01755546  00000+0 -20546-1 0  9994
2 58391  53.0551 223.8119 0001120  71.4869 100.6228 15.63835957  3859
STARLINK-30937          
1 58392U 23178U   23341.58335648 -.01701604  00000+0 -21922-1 0  9990
2 58392  53.0549 220.5467 0000767  83.9879 242.3711 15.61309394  3931
STARLINK-30939          
1 58393U 23178V   23341.58335648 -.01670912  00000+0 -20492-1 0  9999
2 58393  53.0547 220.4865 0000769  82.6287 273.9127 15.63022638  3770
STARLINK-30887          
1 58394U 23178W   23341.25002315 -.01653254  00000+0 -16319-1 0  9999
2 58394  53.0543 221.8838 0000603  69.0218 326.2137 15.68348229  3867
STARLINK-30934          
